scenario_name,family,graph_path,graph_relpath,source_file,window_start,window_end,num_nodes,num_edges,num_node_features,num_edge_features,num_labeled_nodes,num_positive_nodes,num_negative_nodes,num_unknown_nodes,split
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_103500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_103500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T10:35:00,2011-08-10T10:40:00,15487,16316,24,11,5,0,5,15482,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_104000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_104000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T10:40:00,2011-08-10T10:45:00,13223,13860,24,11,5,0,5,13218,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_104500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_104500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T10:45:00,2011-08-10T10:50:00,15536,16335,24,11,6,0,6,15530,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_105000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_105000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T10:50:00,2011-08-10T10:55:00,17032,17860,24,11,6,0,6,17026,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_105500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_105500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T10:55:00,2011-08-10T11:00:00,17825,18595,24,11,6,0,6,17819,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_110000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_110000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T11:00:00,2011-08-10T11:05:00,18172,19162,24,11,7,1,6,18165,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_110500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_110500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T11:05:00,2011-08-10T11:10:00,19016,19753,24,11,6,1,5,19010,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_111000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_111000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T11:10:00,2011-08-10T11:15:00,18372,19287,24,11,7,1,6,18365,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_111500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_111500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T11:15:00,2011-08-10T11:20:00,17731,18434,24,11,7,1,6,17724,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_112000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_112000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T11:20:00,2011-08-10T11:25:00,19177,19988,24,11,7,1,6,19170,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_112500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_112500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T11:25:00,2011-08-10T11:30:00,17691,18328,24,11,7,1,6,17684,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_113000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_113000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T11:30:00,2011-08-10T11:35:00,18310,18935,24,11,6,1,5,18304,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_113500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_113500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T11:35:00,2011-08-10T11:40:00,18257,18936,24,11,6,1,5,18251,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_114000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_114000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T11:40:00,2011-08-10T11:45:00,18311,19091,24,11,6,1,5,18305,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_114500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_114500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T11:45:00,2011-08-10T11:50:00,18044,18800,24,11,7,1,6,18037,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_115000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_115000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T11:50:00,2011-08-10T11:55:00,18556,19349,24,11,7,1,6,18549,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_115500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_115500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T11:55:00,2011-08-10T12:00:00,18131,18799,24,11,7,1,6,18124,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_120000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_120000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T12:00:00,2011-08-10T12:05:00,18593,19336,24,11,7,1,6,18586,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_120500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_120500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T12:05:00,2011-08-10T12:10:00,18489,19205,24,11,6,1,5,18483,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_121000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_121000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T12:10:00,2011-08-10T12:15:00,17516,18172,24,11,6,1,5,17510,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_121500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_121500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T12:15:00,2011-08-10T12:20:00,17896,18527,24,11,6,1,5,17890,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_122000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_122000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T12:20:00,2011-08-10T12:25:00,18066,18667,24,11,6,1,5,18060,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_122500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_122500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T12:25:00,2011-08-10T12:30:00,17495,18102,24,11,7,1,6,17488,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_123000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_123000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T12:30:00,2011-08-10T12:35:00,17765,18619,24,11,6,1,5,17759,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_123500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_123500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T12:35:00,2011-08-10T12:40:00,17089,17832,24,11,6,1,5,17083,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_124000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_124000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T12:40:00,2011-08-10T12:45:00,17353,18203,24,11,7,1,6,17346,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_124500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_124500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T12:45:00,2011-08-10T12:50:00,18010,18871,24,11,7,1,6,18003,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_125000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_125000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T12:50:00,2011-08-10T12:55:00,17879,18521,24,11,7,1,6,17872,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_125500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_125500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T12:55:00,2011-08-10T13:00:00,17745,18408,24,11,7,1,6,17738,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_130000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_130000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T13:00:00,2011-08-10T13:05:00,18364,19020,24,11,7,1,6,18357,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_130500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_130500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T13:05:00,2011-08-10T13:10:00,18179,18921,24,11,7,1,6,18172,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_131000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_131000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T13:10:00,2011-08-10T13:15:00,17858,18551,24,11,7,1,6,17851,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_131500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_131500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T13:15:00,2011-08-10T13:20:00,18267,19761,24,11,7,1,6,18260,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_132000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_132000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T13:20:00,2011-08-10T13:25:00,17391,18097,24,11,7,1,6,17384,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_132500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_132500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T13:25:00,2011-08-10T13:30:00,17778,18524,24,11,7,1,6,17771,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_133000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_133000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T13:30:00,2011-08-10T13:35:00,17359,17942,24,11,7,1,6,17352,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_133500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_133500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T13:35:00,2011-08-10T13:40:00,20025,20668,24,11,7,1,6,20018,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_134000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_134000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T13:40:00,2011-08-10T13:45:00,17039,17680,24,11,7,1,6,17032,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_134500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_134500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T13:45:00,2011-08-10T13:50:00,17700,18488,24,11,7,1,6,17693,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_135000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_135000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T13:50:00,2011-08-10T13:55:00,17763,18560,24,11,7,1,6,17756,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_135500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_135500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T13:55:00,2011-08-10T14:00:00,17188,17880,24,11,7,1,6,17181,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_140000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_140000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T14:00:00,2011-08-10T14:05:00,17727,18409,24,11,7,1,6,17720,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_140500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_140500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T14:05:00,2011-08-10T14:10:00,18158,18999,24,11,7,1,6,18151,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_141000.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_141000.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T14:10:00,2011-08-10T14:15:00,16958,17605,24,11,6,1,5,16952,train
CTU-Malware-Capture-Botnet-42,Neris,C:\Users\Montana\My Code\CSCI611_Montana_Pawek\GNN\packagedData\graphs\CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_141500.pt,CTU-Malware-Capture-Botnet-42\CTU-Malware-Capture-Botnet-42__20110810_141500.pt,data/nerisFamily/CTU-Malware-Capture-Botnet-42/capture20110810.binetflow,2011-08-10T14:15:00,2011-08-10T14:20:00,17179,17815,24,11,6,1,5,17173,train
